article,image_url
1000531014,https://images-foodtech.magnit.ru/Z0VMgWFOUZUQHXBiEcf8o9WhcYc0Y4ud3SweOBgEDF8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/fc3/fc35e881ddccbaf0268b3ec9f8822845/dc7d1113b47d57247b7246631e65ca46.jpeg@webp
1000553357,https://images-foodtech.magnit.ru/dkLRvLYW1absvKsMz4p7NM_m55EBMfOFn4_eiUEZ-c0/rs:fit:1600:1600/plain/s3://img-dostavka/uf/cf9/cf96bdd9bb27909e9f5692f065f2248e/8cfb314cf205add471b1b7db3b24e415.jpeg@webp
1000250439,https://images-foodtech.magnit.ru/Cs6bguJiEvklX-v2ERiKDbZAepM4DlSG8TdaIbcd6HQ/rs:fit:1600:1600/plain/s3://img-dostavka/uf/539/539b9084710f7e0a97cf5b9b9e0f358a/8471b54e1c730e6a41709a4b4df667fd.jpeg@webp
1000561727,https://images-foodtech.magnit.ru/3YVlp3bhE_Cb3iQgNV8FOoBuhnjfCTcP-xP5oXBs_Tk/rs:fit:1600:1600/plain/s3://img-dostavka/uf/cfc/cfcb9d55f0ed620018ca82f63ce1529c/5fc13f3205dd1099f4a067d44b916074.jpeg@webp
1000561727,https://images-foodtech.magnit.ru/3YVlp3bhE_Cb3iQgNV8FOoBuhnjfCTcP-xP5oXBs_Tk/rs:fit:1600:1600/plain/s3://img-dostavka/uf/cfc/cfcb9d55f0ed620018ca82f63ce1529c/5fc13f3205dd1099f4a067d44b916074.jpeg@webp
1000345585,https://images-foodtech.magnit.ru/RTCL_gOYeAOWTk7HILJwSxeY-USHL-qsfaSU-YCzRf8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/3c8/3c8d045ecf51a22b2d3affe8be024860/bca25cecbfc4989bd1b963621e4f5243.jpeg@webp
1000205696,https://images-foodtech.magnit.ru/vsHmIWn0MsqMoA0E6D9LmtYgP2Fumn4Hf4Zn3nqIMMI/rs:fit:1600:1600/plain/s3://img-dostavka/uf/1d2/1d2bdec2c5a7bca48022cd5c03a0b79b/e6a6a84e9d570595cef1e50be02cbe86.jpeg@webp
1000455439,https://images-foodtech.magnit.ru/3PWwTEqNxcc1y25BIWIarjYgvusTu_KJZEkopV0jwA8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/b23/b23d2b32d8f8bb83ee2d2f37cc3ff16a/6ddfefc9bc8ab9eb974f087cc2642434.jpeg@webp
1000455439,https://images-foodtech.magnit.ru/3PWwTEqNxcc1y25BIWIarjYgvusTu_KJZEkopV0jwA8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/b23/b23d2b32d8f8bb83ee2d2f37cc3ff16a/6ddfefc9bc8ab9eb974f087cc2642434.jpeg@webp
1000572515,https://images-foodtech.magnit.ru/dbEiJ5UXTKGYoZ7Qbh4JQCK0x_R_7QlMR_DQHpIBGqg/rs:fit:1600:1600/plain/s3://img-dostavka/uf/8a5/8a52abf8756e104fda24ffaead24f4b8/e4cd34c9a08b9b2fc1721f82d0a58527.jpeg@webp
