id,image_url,name
hot_food_24,https://www.povarenok.ru/images/recipes/32/3213/321308.jpg,Запеканка из риса и кабачков
hot_food_25,https://www.povarenok.ru/data/cache/2012dec/17/46/51436_66207-710x550x.jpg,"Запеченный картофель ""Криспи гратин"""
hot_food_26,https://www.povarenok.ru/data/cache/2013jan/24/02/68497_15284-710x550x.jpg,"Курица, маринованная по-американски"
hot_food_27,https://www.povarenok.ru/data/cache/2015may/12/58/1139377_37826-710x550x.jpg,"Куриные оладьи ""Просто и вкусно"""
hot_food_28,https://www.povarenok.ru/data/cache/2013jul/22/14/477205_70734-710x550x.jpg,Фальшивые чебуреки из кабачков
hot_food_29,https://www.povarenok.ru/images/recipes/1/137/13768.jpg,"Запеканка из лаваша с мясом ""Милена"""
hot_food_30,https://www.povarenok.ru/data/cache/2013jan/24/07/68517_37719-710x550x.jpg,Нежные отбивные
hot_food_31,https://www.povarenok.ru/data/cache/2013jan/24/01/68485_84831-710x550x.jpg,"Картофель ""Гармошка"""
hot_food_32,https://www.povarenok.ru/data/cache/2013nov/02/13/549485_13873-710x550x.jpg,Крученики в подливке из белых грибов
hot_food_33,https://www.povarenok.ru/data/cache/2013jan/24/02/68496_82413-710x550x.jpg,Тефтели американские
hot_food_34,https://www.povarenok.ru/data/cache/2013jan/24/22/68539_64539-710x550x.jpg,"Баклажаны, запеченные с сыром ""Кучерикас"""
hot_food_35,https://www.povarenok.ru/data/cache/2017jun/20/07/2047458_18231-710x550x.jpg,Сливочная цветная капуста
hot_food_36,https://www.povarenok.ru/data/cache/2012dec/10/17/48441_28602-710x550x.jpg,Новогодний мясной шар
hot_food_37,https://www.povarenok.ru/data/cache/2013oct/18/18/535619_81230-710x550x.jpg,Запеченные капустные котлеты
hot_food_38,https://www.povarenok.ru/images/recipes/47/4741/474134.jpg,"Суфле печеночное ""Детский сад"""
hot_food_39,https://www.povarenok.ru/data/cache/2013jan/24/02/68494_51237-710x550x.jpg,Мясо по-грузински
hot_food_40,https://www.povarenok.ru/data/cache/2014nov/13/51/931957_79328-710x550x.jpg,Говядина в луковом соусе
hot_food_41,https://www.povarenok.ru/data/cache/2013jan/24/05/68508_88682-710x550x.jpg,"Мясо ""Игра блиц"""
hot_food_42,https://www.povarenok.ru/data/cache/2013jan/24/02/68499_54779-710x550x.jpg,Свинина по-барски
hot_food_43,https://www.povarenok.ru/data/cache/2013jan/05/00/58584_96711-710x550x.jpg,Свиные ребрышки по-канадски
hot_food_44,https://www.povarenok.ru/data/cache/2013jan/24/22/68540_79819-710x550x.jpg,Омлет из детского сада
hot_food_45,https://www.povarenok.ru/images/recipes/16/1628/162818.jpg,Котлеты из духовки
hot_food_46,https://www.povarenok.ru/data/cache/2014mar/23/51/694847_98156-710x550x.jpg,Секретная курица-2
hot_food_47,https://www.povarenok.ru/data/cache/2016aug/08/27/1669639_10842-710x550x.jpg,"Нежная куриная грудка, томленная в масле"
hot_food_48,https://www.povarenok.ru/data/cache/2013jan/24/25/68558_55686-710x550x.jpg,"Печeный картофель ""Как на костре"""
hot_food_49,https://www.povarenok.ru/data/cache/2013jan/24/01/68486_13751-710x550x.jpg,"Картофельный рулет ""Добавка будет???"""
hot_food_50,https://www.povarenok.ru/images/recipes/29/2949/294920.jpg,"Рыба ""Царская"""
hot_food_51,https://www.povarenok.ru/data/cache/2012dec/17/18/51498_48614-710x550x.jpg,Свиной карбонад из куриного филе
hot_food_52,https://www.povarenok.ru/data/cache/2013jan/24/12/68799_11693-710x550x.jpg,Ленивые вареники
hot_food_53,https://www.povarenok.ru/data/cache/2017jan/03/38/1865860_16717-710x550x.jpg,Ленивые куриные грудки
hot_food_54,https://www.povarenok.ru/data/cache/2015sep/10/18/1260438_55090-710x550x.jpg,Курица с чесноком на рисе
hot_food_55,https://www.povarenok.ru/images/recipes/15/1529/152984.jpg,Очень ленивые голубцы в духовке
hot_food_56,https://www.povarenok.ru/data/cache/2013jan/24/22/68544_84813-710x550x.jpg,"Курица в сырном соусе ""Птичье молочко"""
hot_food_57,https://www.povarenok.ru/data/cache/2012oct/24/34/22242_43550-710x550x.jpg,"Котлета куриная по ГОСТу ""Сделана в СССР"""
hot_food_58,https://www.povarenok.ru/data/cache/2013jan/13/20/63056_27176-710x550x.jpg,"Курица ""Секретная"""
hot_food_59,https://www.povarenok.ru/data/cache/2014oct/18/11/899006_44720-710x550x.jpg,Экспресс-мясо
hot_food_60,https://www.povarenok.ru/data/cache/2013jan/24/29/68577_80712-710x550x.jpg,Глазированные куриные крылышки с чесночным соусом
hot_food_61,https://www.povarenok.ru/data/cache/2017mar/27/27/1965500_98197-710x550x.jpg,"Котлеты рыбные ""Монастырские"""
hot_food_62,https://www.povarenok.ru/images/recipes/40/4074/407421.jpg,"Отбивные ""Пушистые"""
hot_food_63,https://www.povarenok.ru/data/cache/2012dec/17/00/51446_88642-710x550x.jpg,Жюльен в булочке
hot_food_64,https://www.povarenok.ru/data/cache/2015apr/10/29/1102334_62171-710x550x.jpg,Картофельные зразы с грибами
hot_food_65,https://www.povarenok.ru/data/cache/2015nov/17/56/1349568_15068-710x550x.jpg,Говяжья печень по-особому
hot_food_66,https://www.povarenok.ru/data/cache/2016jul/11/29/1640815_31849-710x550x.jpg,"Курица ""Женева"""
hot_food_67,https://www.povarenok.ru/data/cache/2013jan/24/07/68514_97800-710x550x.jpg,Колбаса куриная домашняя быстрого приготовления
hot_food_68,https://www.povarenok.ru/images/recipes/14/1464/146491.jpg,Котлеты из сосисок и сыра
hot_food_69,https://www.povarenok.ru/data/cache/2015jan/26/20/1008797_73082-710x550x.jpg,Двойные пельмени
hot_food_70,https://www.povarenok.ru/data/cache/2012dec/17/39/51426_85282-710x550x.jpg,"Свинина ""Звуки Франции"""
hot_food_71,https://www.povarenok.ru/data/cache/2013jan/24/02/68493_32142-710x550x.jpg,"Запеканка ""Ужин уставшей хозяйки"""
hot_food_72,https://www.povarenok.ru/data/cache/2013jan/24/02/68498_76529-710x550x.jpg,Отбивная в тесте
hot_food_73,https://www.povarenok.ru/data/cache/2013jan/24/04/68505_14245-710x550x.jpg,Запеченный картофель «Чесночно-сырный»
hot_food_74,https://www.povarenok.ru/data/cache/2013jan/24/30/68834_29358-710x550x.jpg,"Тушеная капуста ""Классическая"""
hot_food_75,https://www.povarenok.ru/data/cache/2012dec/17/45/51433_76716-710x550x.jpg,"Семга, запеченная в фольге"
hot_food_76,https://www.povarenok.ru/data/cache/2014jun/17/08/772506_15257-710x550x.jpg,Рис с чесноком по-японски
hot_food_77,https://www.povarenok.ru/data/cache/2017jan/25/42/1888738_21990-710x550x.jpg,"Запеченный картофель ""Отмороженный"""
hot_food_78,https://www.povarenok.ru/data/cache/2016feb/10/04/1444004_42623-710x550x.jpg,Простая овощная запеканка с куриной грудкой
hot_food_79,https://www.povarenok.ru/data/cache/2013jan/24/23/68546_36278-710x550x.jpg,Мясные оладьи
hot_food_80,https://www.povarenok.ru/data/cache/2013jan/24/28/68572_35470-710x550x.jpg,"Цыпленок ""Кунг-Пао"""
hot_food_81,https://www.povarenok.ru/data/cache/2017sep/27/14/2127485_36503-710x550x.jpg,"Рассыпчатый гарнирный рис ""Рисинка к рисинке"""
hot_food_82,https://www.povarenok.ru/data/cache/2013jan/24/08/68521_67050-710x550x.jpg,Куриный брусочек
hot_food_83,https://www.povarenok.ru/data/cache/2013jan/24/21/68537_79361-710x550x.jpg,"Скумбрия ""Золотая рыбка"""
hot_food_84,https://www.povarenok.ru/data/cache/2013jan/24/23/68551_40185-710x550x.jpg,Котлеты из рыбных консервов и картофеля
hot_food_85,https://www.povarenok.ru/data/cache/2014jun/03/58/760767_38133-710x550x.jpg,Шашлык с натуральным дымком
hot_food_86,https://www.povarenok.ru/data/cache/2017jun/08/34/2037327_42716-710x550x.jpg,"Ленивые голубцы ""Самые простые"""
hot_food_87,https://www.povarenok.ru/data/cache/2013jan/24/05/68509_47177-710x550x.jpg,Картофель по-нормандски
hot_food_88,https://www.povarenok.ru/data/cache/2013jan/24/07/68516_49782-710x550x.jpg,"Закуска с мясным фаршем ""Клубочки ниток"""
hot_food_89,https://www.povarenok.ru/images/recipes/15/1590/159055.jpg,Настоящий плов
hot_food_90,https://www.povarenok.ru/images/recipes/10/1052/105270.jpg,"Корейское блюдо ""Хе"" из мяса"
hot_food_91,https://www.povarenok.ru/data/cache/2014may/29/43/757419_91467-710x550x.jpg,Рыба горячего копчения в походных условиях
hot_food_92,https://www.povarenok.ru/data/cache/2012dec/17/59/51443_99684-710x550x.jpg,"Котлеты без мяса ""По-индийски"""
hot_food_93,https://www.povarenok.ru/data/cache/2013jan/24/58/68763_42736-710x550x.jpg,"Курица в молочно-чесночном соусе ""Шкмерули"""
hot_food_94,https://www.povarenok.ru/data/cache/2013jan/24/07/68515_27501-710x550x.jpg,"Мясные рулетики ""На один зубок"""
hot_food_95,https://www.povarenok.ru/data/cache/2013apr/17/34/135556_27894-710x550x.jpg,Курица на соли
hot_food_96,https://www.povarenok.ru/data/cache/2013jan/24/27/68565_50500-710x550x.jpg,Разделка куриной голени
hot_food_97,https://www.povarenok.ru/data/cache/2015sep/07/52/1257430_14140-710x550x.jpg,Макароны с сыром
hot_food_98,https://www.povarenok.ru/data/cache/2015mar/31/41/1088110_61027-710x550x.jpg,"Бархатная курица, приготовленная секретным способом"
hot_food_99,https://www.povarenok.ru/data/cache/2016jun/13/19/1611762_19535-710x550x.jpg,Запеченные баклажаны с куриным мясом
hot_food_100,https://www.povarenok.ru/data/cache/2016may/23/15/1587306_46702-710x550x.jpg,Яичные конверты с острова Тенерифе
hot_food_101,https://www.povarenok.ru/data/cache/2015may/14/51/1142337_25992-710x550x.jpg,"Тефтели в молоке ""Детские"""
hot_food_102,https://www.povarenok.ru/data/cache/2015oct/29/02/1327471_65845-710x550x.jpg,Тыква в сметанно-чесночном соусе
hot_food_103,https://www.povarenok.ru/images/recipes/36/3625/362584.jpg,"Котлеты овсяные ""Сытый папа"""
hot_food_104,https://www.povarenok.ru/data/cache/2013jan/24/04/68504_26711-710x550x.jpg,Вертуны
hot_food_105,https://www.povarenok.ru/data/cache/2015dec/30/28/1394208_70578-710x550x.jpg,"Курица, запеченная с хлебом"
hot_food_106,https://www.povarenok.ru/images/recipes/37/3782/378228.jpg,"Куриная печень ""Быстрое угощение"""
hot_food_107,https://www.povarenok.ru/images/recipes/43/4308/430860.jpg,Куриное филе «Зебра»
hot_food_108,https://www.povarenok.ru/images/recipes/6/689/68950.jpg,Лазанья
hot_food_109,https://www.povarenok.ru/images/recipes/4/434/43436.jpg,Кальмары по-китайски
hot_food_110,https://www.povarenok.ru/images/recipes/16/1645/164547.jpg,Ленивые голубцы
hot_food_111,https://www.povarenok.ru/data/cache/2013jan/24/24/68557_32571-710x550x.jpg,Котлеты из баклажанов
hot_food_112,https://www.povarenok.ru/data/cache/2013jan/24/57/68753_21463-710x550x.jpg,Вареный омлет
hot_food_113,https://www.povarenok.ru/data/cache/2015apr/26/42/1122771_63329-710x550x.jpg,"Картофель по-французски ""Любимый"""
hot_food_114,https://www.povarenok.ru/data/cache/2014nov/02/38/916897_41783-710x550x.jpg,Сочные куриные отбивные с начинкой
hot_food_115,https://www.povarenok.ru/data/cache/2013jan/24/21/68536_37271-710x550x.jpg,Картофельные шарики-зразы с грибами
hot_food_116,https://www.povarenok.ru/data/cache/2013jan/24/21/68534_72394-710x550x.jpg,Курица в яично-сырной заливке
hot_food_117,https://www.povarenok.ru/data/cache/2013jan/24/57/68745_98212-710x550x.jpg,Кабачки в сметане
hot_food_118,https://www.povarenok.ru/data/cache/2014jun/17/57/772867_84383-710x550x.jpg,"Чахохбили, как оно должно быть"
hot_food_119,https://www.povarenok.ru/images/recipes/8/818/81857.jpg,"Картофель с грибами в горшочке ""Сливочный"""
hot_food_120,https://www.povarenok.ru/data/cache/2020aug/18/30/2756646_72045-710x550x.jpg,"Запечённые овощи ""Мясо отдыхает"""
hot_food_121,https://www.povarenok.ru/data/cache/2015oct/12/37/1307576_74660-710x550x.jpg,"Тесто для вареников и пельменей ""Мамино"""
hot_food_122,https://www.povarenok.ru/data/cache/2013jan/24/22/68543_95056-710x550x.jpg,Фальшивая телятина из курицы
hot_food_123,https://www.povarenok.ru/images/recipes/18/1800/180029.jpg,Азу
hot_food_124,https://www.povarenok.ru/data/cache/2013jan/24/56/68741_11287-710x550x.jpg,"Котлеты ""Рецепт-сомнение"""
hot_food_125,https://www.povarenok.ru/data/cache/2018jul/30/07/2376246_52150-710x550x.jpg,"Запеканка из кабачков, курицы и сыра"
hot_food_126,https://www.povarenok.ru/data/cache/2013jan/24/10/68528_85927-710x550x.jpg,Шашлык в рукаве для запекания
hot_food_127,https://www.povarenok.ru/images/recipes/12/1264/126414.jpg,Хрустящая курица
hot_food_128,https://www.povarenok.ru/images/recipes/44/4488/448801.jpg,Классический французский омлет
hot_food_129,https://www.povarenok.ru/data/cache/2012dec/17/28/51526_48504-710x550x.jpg,"Ужин ""Очень довольный зять"""
hot_food_130,https://www.povarenok.ru/data/cache/2016aug/25/25/1687537_42756-710x550x.jpg,"Нежные куриные котлеты ""Киев Град"""
hot_food_131,https://www.povarenok.ru/data/cache/2015oct/15/21/1311996_92568-710x550x.jpg,"Картофель ""Паутинка"""
hot_food_132,https://www.povarenok.ru/data/cache/2012dec/17/30/51535_90214-710x550x.jpg,Картофель хрустящий
hot_food_133,https://www.povarenok.ru/data/cache/2013jan/24/23/68549_35023-710x550x.jpg,Буженина в медовом соусе
hot_food_134,https://www.povarenok.ru/data/cache/2014aug/05/58/819903_14290-710x550x.jpg,Пастрома нежнейшая
hot_food_135,https://www.povarenok.ru/data/cache/2016apr/27/24/1560022_69272-710x550x.jpg,Кабачковые рулеты с курицей и сыром
hot_food_136,https://www.povarenok.ru/data/cache/2014jul/16/15/799332_76030-710x550x.jpg,"Курица ""Кунг Пао"""
hot_food_137,https://www.povarenok.ru/data/cache/2013jan/24/29/68579_75161-710x550x.jpg,Картофель по-княжески
hot_food_138,https://www.povarenok.ru/data/cache/2013oct/28/29/545182_58075-710x550x.jpg,Жареный сельдерей
hot_food_139,https://www.povarenok.ru/images/recipes/16/1630/163014.jpg,Горшочки с овощами и говядиной
hot_food_140,https://www.povarenok.ru/data/cache/2014jul/28/38/811588_43837-710x550x.jpg,"Гнёзда ""Жюльен"""
hot_food_141,https://www.povarenok.ru/data/cache/2014jan/18/48/621228_75871-710x550x.jpg,Свинина запеченная
hot_food_142,https://www.povarenok.ru/data/cache/2013jan/24/10/68526_32736-710x550x.jpg,Жаркое в съедобном горшочке
hot_food_143,https://www.povarenok.ru/data/cache/2013jan/24/43/68901_63587-710x550x.jpg,"Тушеная цветная капуста ""Мечта диетолога"""
hot_food_144,https://www.povarenok.ru/data/cache/2018oct/27/24/2424137_75720-710x550x.jpg,Котлеты домашние
hot_food_145,https://www.povarenok.ru/images/recipes/54/5456/545698.jpg,Кабачки с курицей в нежнейшем соусе
hot_food_146,https://www.povarenok.ru/images/recipes/24/2474/247490.jpg,"Рыба ""По-гречески"""
hot_food_147,https://www.povarenok.ru/data/cache/2013jan/24/53/68721_94261-710x550x.jpg,Картофельная запеканка по-швейцарски
hot_food_148,https://www.povarenok.ru/data/cache/2016nov/22/00/1819694_49125-710x550x.jpg,Пудинг из творога по ГОСТу
hot_food_149,https://www.povarenok.ru/data/cache/2013jan/24/32/68596_89445-710x550x.jpg,Скумбрия горчичная
hot_food_150,https://www.povarenok.ru/data/cache/2013jan/24/51/68703_45521-710x550x.jpg,Тыквенно-творожная запеканка
hot_food_151,https://www.povarenok.ru/images/recipes/1/118/11811.jpg,Мясо по-японски
hot_food_152,https://www.povarenok.ru/data/cache/2016feb/28/11/1470878_68656-710x550x.jpg,Ленивые голубцы от Аллы Ковальчук
hot_food_153,https://www.povarenok.ru/images/recipes/34/3423/342335.jpg,Картофель в заливке
hot_food_154,https://www.povarenok.ru/data/cache/2014aug/08/09/823068_91017-710x550x.jpg,Фальшивый рис из цветной капусты
hot_food_155,https://www.povarenok.ru/data/cache/2013apr/03/27/120809_37439-710x550x.jpg,Капуста на гарнир
hot_food_156,https://www.povarenok.ru/data/cache/2013jan/24/46/68663_83360-710x550x.jpg,"Пельмени сибирские ""Медвежьи ушки"""
hot_food_157,https://www.povarenok.ru/data/cache/2018may/22/05/2339826_64974-710x550x.jpg,"Курица с овощами ""Рецепт ленивой хозяйки"""
hot_food_158,https://www.povarenok.ru/data/cache/2015sep/26/41/1279251_61889-710x550x.jpg,"Картофель ""Дюшес"""
hot_food_159,https://www.povarenok.ru/data/cache/2013jan/24/46/68919_90233-710x550x.jpg,"Паста ""Карбонара"""
hot_food_160,https://www.povarenok.ru/data/cache/2014apr/07/11/712305_90192-710x550x.jpg,"Тефтели ""Любимые"""
hot_food_161,https://www.povarenok.ru/data/cache/2014mar/22/52/693406_45019-710x550x.jpg,Запеченный картофель в пергаменте
hot_food_162,https://www.povarenok.ru/data/cache/2013jan/24/57/68747_91234-710x550x.jpg,Голубцы ностальгические
hot_food_163,https://www.povarenok.ru/data/cache/2013nov/04/37/551178_55647-710x550x.jpg,Куриные шарики в сливочном соусе
hot_food_164,https://www.povarenok.ru/data/cache/2014mar/03/52/668565_89719-710x550x.jpg,Ленивые грибные вареники из картофельного теста
hot_food_165,https://www.povarenok.ru/images/recipes/2/235/23591.jpg,Пельмени в горшочке
hot_food_166,https://www.povarenok.ru/data/cache/2014may/12/16/743812_19250-710x550x.jpg,Рыба в лаваше в духовке
hot_food_167,https://www.povarenok.ru/images/recipes/44/4482/448227.jpg,"Горячее из свинины ""Медвежья лапа"""
hot_food_168,https://www.povarenok.ru/data/cache/2017apr/15/25/1986830_84596-710x550x.jpg,Ароматный жареный рис
hot_food_169,https://www.povarenok.ru/data/cache/2015sep/27/15/1279972_39252-710x550x.jpg,Фрикандели
hot_food_170,https://www.povarenok.ru/data/cache/2013jan/24/49/68688_30438-710x550x.jpg,Котлеты рыбные по-японски
hot_food_171,https://www.povarenok.ru/data/cache/2015sep/03/41/1253196_37384-710x550x.jpg,Цветная капуста в кляре
hot_food_172,https://www.povarenok.ru/data/cache/2017jul/05/12/2059598_72035-710x550x.jpg,Цветная капуста под кефирно-чесночным соусом
hot_food_173,https://www.povarenok.ru/data/cache/2013jan/29/50/72104_48466-710x550x.jpg,Куриные сосиски
hot_food_174,https://www.povarenok.ru/data/cache/2013jan/25/29/69160_13525-710x550x.jpg,Потрясающий гарнир из перловки
hot_food_175,https://www.povarenok.ru/data/cache/2012dec/17/32/51549_65784-710x550x.jpg,Мититеи
hot_food_176,https://www.povarenok.ru/data/cache/2013jan/24/10/68530_95049-710x550x.jpg,"Ленивые пельмени ""Розы"""
hot_food_177,https://www.povarenok.ru/data/cache/2013jan/24/57/68744_77154-710x550x.jpg,Куриные котлеты
hot_food_178,https://www.povarenok.ru/data/cache/2014aug/19/27/833347_72234-710x550x.jpg,Самая вкусная гречка
hot_food_179,https://www.povarenok.ru/images/recipes/29/2962/296220.jpg,Курица по-дачному
hot_food_180,https://www.povarenok.ru/data/cache/2015mar/23/58/1078003_37638-710x550x.jpg,"Котлеты ""Молочные реки"""
hot_food_181,https://www.povarenok.ru/data/cache/2013jun/26/08/182300_86319-710x550x.jpg,Мясной пирог без теста
hot_food_182,https://www.povarenok.ru/data/cache/2017jul/12/30/2065002_84282-710x550x.jpg,"Пельмени ""Бульмени"""
hot_food_183,https://www.povarenok.ru/data/cache/2018may/25/35/2341556_58907-710x550x.jpg,"Горбуша, запеченная в лаваше"
hot_food_184,https://www.povarenok.ru/data/cache/2017jan/10/53/1874241_69883-710x550x.jpg,"Макароны ""Ароматные"""
hot_food_185,https://www.povarenok.ru/data/cache/2016aug/07/05/1668943_36011-710x550x.jpg,Хитрый картофель
hot_food_186,https://www.povarenok.ru/data/cache/2016jul/22/30/1653052_87473-710x550x.jpg,Кабачково-куриные оладьи
hot_food_187,https://www.povarenok.ru/images/recipes/37/3750/375060.jpg,Биточки с сыром и грибным соусом
hot_food_188,https://www.povarenok.ru/data/cache/2018aug/19/19/2385101_58306-710x550x.jpg,Рис от Ларисы Рубальской
hot_food_189,https://www.povarenok.ru/images/recipes/13/1329/132908.jpg,Овощи в кляре
hot_food_190,https://www.povarenok.ru/data/cache/2016mar/30/53/1519188_64657-710x550x.jpg,Буженина из курицы
hot_food_191,https://www.povarenok.ru/data/cache/2014jun/18/56/773336_15551-710x550x.jpg,"Грибы запеченные ""Шедевральные"""
hot_food_192,https://www.povarenok.ru/images/recipes/21/2162/216236.jpg,"Драники ""Украинские"""
hot_food_193,https://www.povarenok.ru/data/cache/2016aug/12/32/1673907_81536-710x550x.jpg,"Котлеты ""Варгашинские"""
hot_food_194,https://www.povarenok.ru/data/cache/2014sep/22/44/869952_61674-710x550x.jpg,Картофельный пирог на сковороде
hot_food_195,https://www.povarenok.ru/data/cache/2016oct/06/08/1731837_76833-710x550x.jpg,Запеченная гречка с курицей
hot_food_196,https://www.povarenok.ru/data/cache/2015jun/03/22/1164916_18456-710x550x.jpg,"Картофель ""Объедение"""
hot_food_197,https://www.povarenok.ru/data/cache/2016may/10/36/1572011_34447-710x550x.jpg,"Луковые крученики ""Цибулячки"""
hot_food_198,https://www.povarenok.ru/data/cache/2013jan/24/19/68641_92042-710x550x.jpg,Рататуй по-французски
hot_food_199,https://www.povarenok.ru/data/cache/2015apr/16/16/1111269_39732-710x550x.jpg,Котлеты по-аджарски
hot_food_200,https://www.povarenok.ru/images/recipes/46/4683/468352.jpg,Говядина в соевом соусе за 25 минут
hot_food_201,https://www.povarenok.ru/data/cache/2012dec/17/32/51547_37792-710x550x.jpg,Отбивные из фарша в хрустящей панировке
hot_food_202,https://www.povarenok.ru/data/cache/2013jan/24/02/68783_38817-710x550x.jpg,"Жареная курица в стиле ""Зуни Кафе"""
hot_food_203,https://www.povarenok.ru/images/recipes/14/1418/141814.jpg,"Рис ""Гаджар Пулау"""
hot_food_204,https://www.povarenok.ru/data/cache/2015nov/07/19/1337714_41486-710x550x.jpg,Ачма
hot_food_205,https://www.povarenok.ru/data/cache/2015may/19/49/1148091_36309-710x550x.jpg,"Запеканка ""А-ля голубцы"""
hot_food_206,https://www.povarenok.ru/data/cache/2013jan/24/32/68598_36584-710x550x.jpg,Запеченный картофель по-деревенски
hot_food_207,https://www.povarenok.ru/data/cache/2012sep/11/20/2499_58233-710x550x.jpg,Мясо по-кремлевски
hot_food_208,https://www.povarenok.ru/data/cache/2015aug/11/49/1229086_56920-710x550x.jpg,Запеканка овсяно-творожная с яблоком
hot_food_209,https://www.povarenok.ru/data/cache/2015mar/19/15/1072459_13156-710x550x.jpg,"Картофель печёный ""Румяный"""
hot_food_210,https://www.povarenok.ru/images/recipes/7/748/74832.jpg,"Запеченный картофель ""Сказка для любимого"""
salaty_1,https://www.povarenok.ru/images/recipes/22/2213/221304.jpg,Салат «Анастасия»
salaty_2,https://www.povarenok.ru/data/cache/2016nov/11/17/1809357_23183-710x550x.jpg,"Салат ""Новогодний"""
salaty_3,https://www.povarenok.ru/data/cache/2014nov/27/57/949264_67902-710x550x.jpg,Деревенский свадебный салат
salaty_4,https://www.povarenok.ru/data/cache/2013may/09/32/153446_55276-710x550x.jpg,"Салат ""Блондиночка"""
salaty_5,https://www.povarenok.ru/data/cache/2012dec/17/29/51402_71928-710x550x.jpg,"Салат ""Изумрудный"""
salaty_6,https://www.povarenok.ru/images/recipes/22/2256/225627.jpg,"Салат из сыра, яиц и свеклы"
salaty_7,https://www.povarenok.ru/data/cache/2014jun/26/27/781271_14183-710x550x.jpg,"Салат из свежих овощей ""Глехурад"""
salaty_8,https://www.povarenok.ru/data/cache/2013jun/17/38/175251_56317-710x550x.jpg,"Салат ""Оля-ля"""
salaty_9,https://www.povarenok.ru/data/cache/2013may/09/34/153458_28011-710x550x.jpg,"Салат ""Идиллия"""
salaty_10,https://www.povarenok.ru/data/cache/2013jun/17/33/175240_77987-710x550x.jpg,"Салат ""Отпад"""
salaty_11,https://www.povarenok.ru/data/cache/2012dec/17/46/51435_45754-710x550x.jpg,Салат «Курица в шубе»
salaty_12,https://www.povarenok.ru/data/cache/2014sep/09/10/854769_66083-710x550x.jpg,Салат «Фуршетный»
salaty_13,https://www.povarenok.ru/data/cache/2013jun/17/59/176280_97790-710x550x.jpg,"Салат ""Нур"""
salaty_14,https://www.povarenok.ru/data/cache/2012dec/23/38/54137_66388-710x550x.jpg,"Салат из белокочанной капусты и мяса ""Не верю"""
salaty_15,https://www.povarenok.ru/data/cache/2013dec/04/11/581274_54209-710x550x.jpg,"Салат ""Сельдь под шубой"" в новом амплуа"
salaty_16,https://www.povarenok.ru/data/cache/2012dec/17/45/51431_49898-710x550x.jpg,"Салат ""Старый град"""
salaty_17,https://www.povarenok.ru/data/cache/2012dec/17/59/51439_44858-710x550x.jpg,"Салат ""Лора"""
salaty_18,https://www.povarenok.ru/images/recipes/1/175/17543.jpg,"Салат ""Любовница"""
salaty_19,https://www.povarenok.ru/data/cache/2012dec/17/59/51440_37412-710x550x.jpg,"Салат ""Оливье"" по-новому"
salaty_20,https://www.povarenok.ru/images/recipes/26/2623/262326.jpg,"Салат ""Улeт!"""
salaty_21,https://www.povarenok.ru/images/recipes/9/904/90466.jpg,"Салат ""Букет невесты"""
salaty_22,https://www.povarenok.ru/data/cache/2012dec/17/31/51545_69995-710x550x.jpg,"Классический салат ""Мимоза"""
salaty_23,https://www.povarenok.ru/data/cache/2014oct/07/39/888434_85655-710x550x.jpg,Салат «Нежный»
salaty_24,https://www.povarenok.ru/data/cache/2017oct/04/14/2135951_50296-710x550x.jpg,"Салат ""Чезаре"""
salaty_25,https://www.povarenok.ru/data/cache/2013jun/17/04/176324_99153-710x550x.jpg,"Салат ""Раковые шейки"""
salaty_26,https://www.povarenok.ru/data/cache/2017oct/21/39/2154305_79198-710x550x.jpg,"Салат ""Пожалуйста, добавки!"""
salaty_27,https://www.povarenok.ru/images/recipes/21/2117/211710.jpg,Салат «Лохматый»
salaty_28,https://www.povarenok.ru/data/cache/2015jan/14/47/996572_69192-710x550x.jpg,"Салат ""Сюрприз"""
salaty_29,https://www.povarenok.ru/data/cache/2012dec/17/59/51442_32754-710x550x.jpg,"Салат ""Кусочек сыра"""
salaty_30,https://www.povarenok.ru/data/cache/2016may/07/17/1569195_90095-710x550x.jpg,"Салат ""Сердцеедка"""
salaty_31,https://www.povarenok.ru/data/cache/2017aug/03/39/2080828_32093-710x550x.jpg,Помидоры по-корейски
salaty_32,https://www.povarenok.ru/data/cache/2013jun/17/40/175260_59458-710x550x.jpg,"Салат ""Мешочек удовольствия"""
salaty_33,https://www.povarenok.ru/data/cache/2013jul/11/36/469850_91026-710x550x.jpg,"Салат ""Сугроб здоровья"""
salaty_34,https://www.povarenok.ru/data/cache/2012dec/17/36/51579_56916-710x550x.jpg,Шашлычный салат
salaty_35,https://www.povarenok.ru/data/cache/2014nov/06/26/922444_98626-710x550x.jpg,"Салат ""Андижан"""
salaty_36,https://www.povarenok.ru/data/cache/2012dec/17/28/51522_52038-710x550x.jpg,"Салат ""Шанхай-2"""
salaty_37,https://www.povarenok.ru/data/cache/2012dec/17/45/51430_94009-710x550x.jpg,"Салат ""Морская звезда"" по-королевски"
salaty_38,https://www.povarenok.ru/data/cache/2013jun/17/59/176284_68746-710x550x.jpg,Салат «Коко Шанель»
salaty_39,https://www.povarenok.ru/data/cache/2014nov/27/39/948320_94423-710x550x.jpg,Салат с печенью «Осенние краски»
salaty_40,https://www.povarenok.ru/images/recipes/9/938/93894.jpg,"Салат ""Любимая капуста"""
salaty_41,https://www.povarenok.ru/data/cache/2012dec/17/00/51444_19513-710x550x.jpg,"Салат ""СюрпрАйз"""
